Course,Name,City,State,Rank,Type,Website,passion_interest
10. B.Sc. (Hons.) Biological Sciences,Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Science
* Chemistry
* Biology
* Physics
* Mathematics"
11. B.Sc. (Hons.) Chemistry,Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Statistics"
12. B.Sc. (Hons.) Economics,Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Biology
* Chemistry
* Environmental Science
* Physics
* Mathematics"
13. B.Sc. (Hons.) Mathematics,Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Environmental Science"
14. B.Sc. (Hons.) Physics,Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Science
* Research
* Discovery
* Knowledge
* Curiosity"
16. B.Pharm. (Hons.),Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Chemistry
* Medicine
* Healthcare
* Research
* Drugs"
17. Bachelor of Business Administration (BBA),Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Business
* Finance
* Management
* Marketing
* Entrepreneurship"
18. Bachelor of Architecture (B.Arch.),Birla Institute of Technology & Science -Pilani,,Rajasthan,25,Private,https://www.bits-pilani.ac.in/,"* Design
* Creativity
* Spatial Planning
* Aesthetics
* Sustainability"
1. B.Tech Aeronautical Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Aviation
* Aerodynamics
* Aerospace
* Simulation
* Propulsion"
2. B.E. Automobile Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Engineering
* Technology
* Innovation
* Problem-solving
* Design"
5. B.E. Chemical Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Physics
* Mathematics
* Design
* Engineering
* Problem Solving"
6. B.Tech Civil Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Design
* Construction
* Infrastructure
* Environment
* Sustainability"
7. B.Tech Computer Science and Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Programming
* Artificial Intelligence
* Machine Learning
* Software Development
* Cloud Computing"
8. B.Tech Electronics and Communication Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Embedded Systems
* VLSI Design
* Wireless Communication
* Signal Processing
* Robotics"
9. B.E. Electrical and Electronics Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Physics
* Mathematics
* Design
* Innovation
* Technology"
10. B.E. Electronics and Instrumentation Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Engineering
* Technology
* Innovation
* Problem-solving
* Mathematics"
11. B.Tech Information Technology,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Computer programming
* Software development
* Data science
* Cloud computing
* Artificial intelligence"
12. B.Tech Mechanical Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Design
* Innovation
* Manufacturing
* Automation
* Robotics"
13. B.Tech Mechatronics Engineering,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Robotics
* Automation
* Electronics
* Mechanical
* Control systems"
14. B.Sc Agriculture,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Agriculture
* Farming
* Horticulture
* Food Security
* Crop Science"
15. B.Sc Biotechnology,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Microbiology
* Biochemistry
* Bioinformatics
* Molecular Biology
* Genetic Engineering"
16. B.Sc Computer Science,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Technology
* Programming
* Problem-solving
* Software development
* Artificial intelligence"
17. B.Sc Data Science,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Analytics
* Algorithms
* Visualization
* Machine Learning
* Database"
18. B.Sc Electronics,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Electronics
* STEM
* Innovation
* Circuitry
* Tech"
19. B.Sc Information Technology,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Programming
* Software Development
* Data Management
* Networking
* Information Security"
20. B.Sc Mathematics,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Problem-solving
* Abstract thinking
* Analytical skills
* Logical reasoning
* Number patterns"
21. B.Sc Microbiology,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Pathogens
* Microbiology in Agriculture
* Medical Diagnostics
* Food Fermentation
* Infectious Diseases"
22. B.Sc Physics,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Astronomy
* Cosmology
* Optics
* Quantum Mechanics
* Astrophysics"
23. B.Sc Statistics,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Data Analysis
* Probability
* Inference
* Modeling
* Machine Learning"
24. B.B.A.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"- *Marketing*
- *Finance*
- *Human Resource*
- *Management*
- *Entrepreneurship*"
25. B.Com.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Accounting
* Finance
* Taxation
* Management
* Auditing"
26. B.C.A.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Computers
* Technology
* Software
* Programming
* Data Analysis"
27. B.B.M.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Business
* Marketing
* Management
* Finance
* Human Resources"
28. LL.B.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Law
* Justice
* Advocacy
* Politics
* Criminology"
30. B.P.T.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Sports
* Fitness
* Rehabilitation
* Health
* Helping others"
31. B.O.T.,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Business
* Finance
* Economics
* Accounting
* Data Analysis"
32. B.Sc. Medical Laboratory Technology,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Biology
* Chemistry
* Physics
* Zoology
* Botany"
33. B.Sc. Radiography and Imaging Technology,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,27,Private,https://www.saveetha.com/,"* Chemistry
* Biology
* Environmental Science
* Physics
* Mathematics"
1. Bachelor of Technology (B.Tech) in Artificial Intelligence and Data Science,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Innovation
* Problem-solving
* Automation
* Curiosity
* Data"
2. Bachelor of Technology (B.Tech) in Chemical Engineering,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Chemistry
* Mathematics
* Thermodynamics
* Fluid mechanics
* Process design"
3. Bachelor of Technology (B.Tech) in Civil Engineering,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Design
* Construction
* Infrastructure
* Environment
* Project Management"
4. Bachelor of Technology (B.Tech) in Computer Science and Engineering,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Technology
* Innovation
* Programming
* Software
* Design"
5. Bachelor of Technology (B.Tech) in Electrical Engineering,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Electronics
* Energy
* Power
* Control
* Automation"
6. Bachelor of Technology (B.Tech) in Mechanical Engineering,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Design
* Analysis
* Manufacturing
* Materials
* Thermodynamics"
7. Bachelor of Science (B.Sc.) in Chemistry,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Chemistry
* Science
* Research
* Healthcare
* Industry"
8. Bachelor of Science (B.Sc.) in Economics,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Mathematics
* Statistics
* Problem-solving
* Economics
* Finance"
9. Bachelor of Science (B.Sc.) in Humanities and Social Sciences,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* History
* Sociology
* Psychology
* Anthropology
* Geography"
10. Bachelor of Science (B.Sc.) in Mathematics,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Logical thinking
* Problem solving
* Analytical skills
* Quantitative analysis
* Modelling"
11. Bachelor of Science (B.Sc.) in Physics,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Quantum mechanics
* Astrophysics
* Cosmology
* Mechanics
* Electromagnetism"
12. Bachelor of Arts (B.A.) in English,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Literature
* Writing
* Language
* Culture
* Humanities"
13. Bachelor of Arts (B.A.) in Hindi,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Literature
* Poetry
* Linguistics
* Culture
* Writing"
14. Bachelor of Arts (B.A.) in History,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Curiosity
* Research
* Writing
* Teaching
* Cultural Preservation"
15. Bachelor of Arts (B.A.) in Philosophy,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Ethics
* Logic
* Metaphysics
* Epistemology
* Aesthetics"
16. Bachelor of Arts (B.A.) in Political Science,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Government
* Law
* Policy
* History
* Diplomacy"
17. Bachelor of Arts (B.A.) in Sociology,Indian Institute of Technology Indore,Indore,Madhya Pradesh,28,Central,https://www.iiti.ac.in/,"* Social Justice
* Human Behavior
* Inequality
* Culture
* Research"
1. Bachelor of Technology (B.Tech),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Engineering
* Technology
* Innovation
* Problem-Solving
* Research"
2. Bachelor of Architecture (B.Arch),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Aesthetics
* Drawing
* Design
* History
* Sustainability"
3. Bachelor of Pharmacy (B.Pharm),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Chemistry
* Biology
* Healthcare
* Drug development
* Science"
4. Bachelor of Computer Applications (BCA),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Technology
* Programming
* Computers
* Software
* Applications"
5. Bachelor of Business Administration (BBA),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Accounting
* Business
* Finance
* Management
* Marketing"
6. Bachelor of Commerce (B.Com),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Finance
* Accounting
* Marketing
* Management
* Economics"
7. Bachelor of Arts (B.A.),Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,29,Deemed,https://kiit.ac.in/,"* Literature
* History
* Philosophy
* Languages
* Creative Writing"
1. Bachelor of Engineering (Chemical Engineering),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Chemical Processes
* Design and Simulations
* Thermodynamics
* Optimization
* Materials Science"
2. Bachelor of Engineering (Civil Engineering),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Infrastructure
* Design
* Construction
* Environment
* Society"
3. Bachelor of Engineering (Computer Engineering),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Programming
* Technology
* Problem-solving
* Innovation
* Software"
4. Bachelor of Engineering (Electrical Engineering),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Electronics
* Power
* Control
* Automation
* Embedded Systems"
5. Bachelor of Engineering (Electronics and Telecommunication Engineering),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Physics
* Mathematics
* Technology
* Communication
* Electronics"
6. Bachelor of Engineering (Mechanical Engineering),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Mechanics
* Design
* Manufacturing
* Robotics
* Aerospace"
7. Bachelor of Science (Chemistry),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Chemistry
* Science
* Research
* Innovation
* Medicine"
8. Bachelor of Science (Mathematics),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Problem-solving
* Analytical thinking
* Numerical reasoning
* Logic
* Computing"
9. Bachelor of Science (Physics),Homi Bhabha National Institute,,Maharashtra,30,Central,https://www.hbninational.org.in/,"* Curiosity
* Problem-solving
* Technology
* Space
* Quantum"
1. Bachelor of Technology (B.Tech) in Chemical Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Chemistry
* Mathematics
* Physics
* Environment
* Industry"
2. Bachelor of Technology (B.Tech) in Civil Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Design
* Construction
* Infrastructure
* Sustainability
* Management"
3. Bachelor of Technology (B.Tech) in Computer Science and Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Problem-solving
* Programming
* Software development
* Artificial intelligence
* Data science"
4. Bachelor of Technology (B.Tech) in Electrical Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Electronics
* Power systems
* Control systems
* Signal processing
* Robotics"
5. Bachelor of Technology (B.Tech) in Electronics Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Semiconductors
* Circuits
* Embedded systems
* Signal processing
* Robotics"
6. Bachelor of Technology (B.Tech) in Information Technology,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Technology
* Computers
* Programming
* Networks
* Data analysis"
7. Bachelor of Technology (B.Tech) in Mechanical Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Design
* Innovation
* Energy
* Manufacturing
* Automation"
8. Bachelor of Technology (B.Tech) in Metallurgical and Materials Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Metals
* Materials
* Manufacturing
* Design
* Research"
9. Bachelor of Technology (B.Tech) in Mining Engineering,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Exploration
* Geology
* Mining Machinery
* Sustainability
* Entrepreneurship"
10. Bachelor of Architecture (B.Arch),Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Drawing
* Design
* Creativity
* Construction
* Sustainability"
11. Bachelor of Science (B.Sc) in Chemistry,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Chemistry
* Science
* Research
* Medicine
* Education"
12. Bachelor of Science (B.Sc) in Economics,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Finance
* Banking
* Investments
* Data Analysis
* Policy"
13. Bachelor of Science (B.Sc) in Electronics,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Physics
* Mathematics
* Technology
* Problem-solving
* Design"
14. Bachelor of Science (B.Sc) in Mathematics,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Problem-solving
* Critical thinking
* Analytical reasoning
* Statistical analysis
* Data visualization"
15. Bachelor of Science (B.Sc) in Physics,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Mathematics
* Science
* Engineering
* Research
* Teaching"
16. Bachelor of Commerce (B.Com),Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Accounting
* Finance
* Management
* Taxation
* Marketing"
17. Bachelor of Arts (B.A) in English,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Literature
* Writing
* Editing
* Journalism
* Linguistics"
18. Bachelor of Arts (B.A) in Hindi,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Literature
* Linguistics
* Culture
* History
* Journalism"
19. Bachelor of Arts (B.A) in History,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* History
* Culture
* Archaeology
* Heritage
* Literature"
20. Bachelor of Arts (B.A) in Political Science,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Law
* Politics
* International relations
* Public policy
* Human rights"
21. Bachelor of Arts (B.A) in Sanskrit,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,31,Central,https://iitbhu.ac.in/,"* Philology
* Religion
* Literature
* History
* Linguistics"
1. Bachelor of Technology (B.Tech) in Aerospace Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* **Aerospace**
* **Engineering**
* **Design**
* **Physics**
* **Technology**"
2. Bachelor of Technology (B.Tech) in Chemical Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Chemistry
* Physics
* Mathematics
* Engineering
* Technology"
3. Bachelor of Technology (B.Tech) in Civil Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Design
* Construction
* Infrastructure
* Sustainability
* Project Management"
4. Bachelor of Technology (B.Tech) in Computer Science and Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Problem-solving
* Technology
* Innovation
* Creativity
* Future"
5. Bachelor of Technology (B.Tech) in Electrical Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Electricity
* Electronics
* Power
* Automation
* Renewable Energy"
6. Bachelor of Technology (B.Tech) in Electronics and Communication Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Electronics
* Communication
* Circuits
* Signals
* Programming"
7. Bachelor of Technology (B.Tech) in Food Technology,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Nutrition
* Health
* Science
* Food safety
* Innovation"
8. Bachelor of Technology (B.Tech) in Industrial and Production Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Automation
* Efficiency
* Optimization
* Manufacturing
* Management"
9. Bachelor of Technology (B.Tech) in Mechanical Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Robotics
* Automobiles
* Aerospace
* Manufacturing
* Energy"
10. Bachelor of Technology (B.Tech) in Mechatronics Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Robotics
* Automation
* Electronics
* Mechanics
* Mechatronics"
11. Bachelor of Technology (B.Tech) in Metallurgical and Materials Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Materials science
* Metallurgy
* Manufacturing
* Engineering
* Research"
12. Bachelor of Technology (B.Tech) in Mining Engineering,Indian Institute of Technology Ropar,Rupnagar,,33,Central,https://iitrpr.ac.in/,"* Geology
* Engineering
* Minerals 
* Sustainability 
* Technology"
1. Bachelor of Science (Research) in Biological Sciences,Indian Institute of Science Education & Research Pune,,Maharashtra,34,Central,https://www.iiserpune.ac.in/,"* Biology
* Research
* Science
* Medicine
* Health"
2. Bachelor of Science (Research) in Chemical Sciences,Indian Institute of Science Education & Research Pune,,Maharashtra,34,Central,https://www.iiserpune.ac.in/,"* Research
* Chemistry
* Science
* Investigation
* Discovery"
3. Bachelor of Science (Research) in Earth and Climate Sciences,Indian Institute of Science Education & Research Pune,,Maharashtra,34,Central,https://www.iiserpune.ac.in/,"* Geology
* Geophysics
* Geochemistry
* Climate science
* Environmental science"
4. Bachelor of Science (Research) in Mathematical Sciences,Indian Institute of Science Education & Research Pune,,Maharashtra,34,Central,https://www.iiserpune.ac.in/,"* Mathematics
* Research
* Problem-solving
* Data analysis
* Modeling"
5. Bachelor of Science (Research) in Physical Sciences,Indian Institute of Science Education & Research Pune,,Maharashtra,34,Central,https://www.iiserpune.ac.in/,"* Physics
* Chemistry
* Astronomy
* Mathematics
* Engineering"
1. Bachelor of Arts (B.A.),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Literature
* History
* Philosophy
* Psychology
* Sociology"
3. Bachelor of Commerce (B.Com.),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Finance
* Accounting
* Taxation
* Marketing
* Business Analytics"
4. Bachelor of Business Administration (BBA),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Management
* Finance
* Marketing
* Entrepreneurship
* Operations"
5. Bachelor of Computer Applications (BCA),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Programming
* Technology
* Software
* Databases
* Analytics"
6. Bachelor of Education (B.Ed.),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Teaching
* Education
* Curriculum Development
* Child Development
* Special Education"
7. Bachelor of Library and Information Science (BLIS),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Reading
* Writing
* Research
* Organization
* Technology"
8. Bachelor of Physical Education (B.P.Ed.),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Health
* Fitness
* Coaching
* Teaching
* Recreation"
9. Bachelor of Social Work (BSW),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Helping others
* Social justice
* Mental health
* Policy analysis
* Research"
10. Bachelor of Vocation (B.Voc.),Savitribai Phule Pune University,,Maharashtra,35,State,https://www.unipune.ac.in/,"* Food Processing
* Retail Management
* Health Care
* Early Childhood Care and Education
* Tourism"
1. B.A. History,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Languages
* Literature
* History
* Music
* Art"
2. B.A. Economics,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Literature
* History
* Economics
* Philosophy
* Sociology"
3. B.A. English,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* History
* Literature
* Philosophy
* Political Science
* Economics"
4. B.A. Tamil,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Literature
* History
* Philosophy
* Sociology
* Economics"
5. B.A. Mathematics,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* History
* Literature
* Philosophy
* Languages
* Anthropology"
6. B.A. Philosophy,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Sociology
* Psychology
* Anthropology
* History
* Literature"
7. B.A. Political Science,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* History
* Literature
* Sociology
* Economics
* Political Science"
8. B.Com. (General),Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Commerce
* Banking
* Taxation
* Accounting
* Finance"
9. B.Com. (Computer Applications),Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Accounting
* Finance
* Taxation
* Banking
* Auditing"
10. B.Com. (Corporate Secretaryship),Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Accounts
* Finance
* Taxation
* Marketing
* Business"
11. B.Sc. Chemistry,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Biology
* Zoology
* Botany
* Chemistry
* Physics"
13. B.Sc. Electronics,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Biology
* Chemistry
* Physics
* Mathematics
* Environmental science"
16. B.Sc. Zoology,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Biology 
* Chemistry
* Zoology
* Physics
* Mathematics"
17. B.B.A.,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Business
* Management
* Marketing
* Finance
* Entrepreneurship"
18. B.C.A.,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Computers
* IT industry
* Programming
* Data analysis
* Software development"
19. B.E. Civil Engineering,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Engineering
* Physics
* Mathematics
* Design
* Technology"
20. B.E. Computer Science and Engineering,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Physics
* Mathematics
* Problem-solving
* Engineering
* Innovation"
21. B.E. Electrical and Electronics Engineering,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Maths
* Science
* Problem Solving
* Engineering
* Designing"
22. B.E. Electronics and Communication Engineering,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Aerodynamics
* Structural engineering
* Thermodynamics
* Robotics
* Mechatronics"
23. B.E. Mechanical Engineering,Bharathiar University,Coimbatore,Tamil Nadu,36,State,https://www.b-u.ac.in/,"* Technology
* Innovation
* Problem-solving
* Design
* Engineering"
1. Metallurgical and Materials Engineering,National Institute of Technology Rourkela,Rourkela,,37,Central,https://nitrkl.ac.in/,"* Materials science
* Metalworking
* Design
* Sustainability
* Research"
